Model,Market,Year From,Year To,URL,Make
SPECTRA 06 (2006-),USA,2006,2009,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHK98rbrsudi4C5hd7CjYnasrWyuamyuJGZkdTbm93C27W14J2Dys3Oy9rV3I-DlZGo24OBp7nTmtbj38yNkanVrN-C_vDzzsHMzoamjo_V7-a2srCwr7eAo9Hcxbiut6W5q7rOm_zjvbqqrbnZzsqBh4HIycjS0QAAAACDzzTS%24&vid=1985834088&q=,Kia
CERATO 06 (2006-),AUS,2006,2008,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwE7BjsqXzpsenFIdC8zfHgrQ05bWlhDSWBoYCUqaiwzKkREEWxyOzw_OiskLX5yZGBZKnJwVkhoen01b1xXfn1wRS5zDwECPzA9P3dXf34kHhdHQ0FBXkZxUiAtNElfRlRIWks_ah0HW0lbQSk4OS14bHI5PiInAAAAAICrgTM%3D%24&vid=434408936&q=,Kia
CEED 06 (2006-),EUR;GEN,2006,2009,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEoFSg5TCl_aWJbZzwgb2s4SFlISEtZWnN7czY5eT8gOVdXAn9hKC8sKTg3Pm1hd3NKOWFjRVtVUnMLOjdqKXZFeD1gHBIRLCMuLGREbG03DQRUUFJSTVViQTM-J1pMVUdbSVgseQ4UX188LSw7NCxzfWc3MgAAAAARtJLC%24&vid=2137844012&q=,Kia
Opirus,DOM,2006,2006,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEZJBkIfRhOWFNqVg0RXloJbmJhYBlrHkJKIQkGD0kJEA9kOz1SGxgZHB8IAQ0BXloJeg9RVXVtYyAEOGQZGUdZbmAODCM_axwVHhpUcl8BCCB-ZGZiZH1jUS0ME11qemVxa39rQEYvW0NfWVgAAAAAJPemUA%3D%3D%24&vid=1670060556&q=,Kia
AMANTI 06: NOV.2006- (2006-),USA,2006,2008,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGRrJGA9ZDG0Nvi3oWZ1tKB6e7p4vLi78rCyo-AwIaZgO7uu8bYkZaVkIGOh9TYzsrzgNja_OKc_oq-3_eWwc3tkoTZpauolZqXld391dSOtL3t6evr9Ozb-IqHnuP17P7i8OGVwLWl4uzx7YOSk53auqf1jJeUk5SIh9LG2JOUiI0AAAAA2yiszw%3D%3D%24&vid=1393433131&q=,Kia
OPIRUS 06: NOV.2006- (2006-),GEN,2006,2009,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwH2y_bnkveht7yFueL-sbXmjoWGipWFiK2lrejnp-H-54mJ3KG_9vHy9-bp4LO_qa2U57-9m4W7tuXryou2kayGouO-wszP8v3w8rqasrPp09qKjoyMk4u8n-3g-YSSi5mFl4byp9zfjZeXkOT19Pq93cCS6_Dz9PPv4LWhv_Tz7-oAAAAAOFrAzg%3D%3D%24&vid=1594799440&q=,Kia
CERATO 06 (2006-),MES,2006,2008,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHC_8LTpsOVg4ixjdbKhYHSuruyo6G6sJmRmdzTk9XK07296JWLwsXGw9Ld1IeLnZmg04uJr7HGsOTBjZbEmqS5vNeK9vj7xsnExo6uhofd5-6-uri4p7-Iq9nUzbCmv62xo7LGk-T-orCiuNDBwNSBlYvAx9veAAAAAPLH1d4%3D%24&vid=1554307124&q=,Kia
RIO 05: SEP.2006- (2006-),GEN,2006,2011,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHb5tvKv9qMmpGolM_TnJjLo6irp7i7roCLgMXKiszTyqSk8YyS29zf2svEzZ6ShIC5ypKQtqi-nNnh0ICJmLmCuc6T7-Hi39Dd35e3n57E_veno6GhvqaRssDN1Km_prSouqvfiuzrpsjf29PIvKjgkJDZ2NnDycDd3YCIj8AAAAAArzRUIg%3D%3D%24&vid=308040927&q=,Kia
PICANTO 08 (2008-),EUR;CIS,2007,2011,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFoVWh5DGk_KSIbJ3xgLyt4EBkICAsPHzM1M3Z5OX9geRcXQj8haG9saXh3fi0hNzMKeSEjBRseCUl7VitsH21iHn0gXFJRbGNubCQELC13TUQUEBISDRUiAXN-ZxoMFQcbCRhsOV1YGRoSCRV7bGYjJSNqa2RwcwAAAADiCidB%24&vid=1840123695&q=,Kia
PICANTO 08 (2008-),GEN,2007,2011,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEwDTAhVDFncXpDfyQ4d3MgSENATFNXR2ttay4hYSc4IU9PGmd5MDc0MSAvJnV5b2tSIXl7XUNNbRIRf2xWQE1mZCV4BAoJNDs2NHxcdHUvFRxMSEpKVU16WSsmP0JUTV9DUUA0YQUAQUJKUU0jND57fXsyMzwoKwAAAADbhKPd%24&vid=1043391573&q=,Kia
SPECTRA5 SX 06 (2006-),CAN,2007,2008,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGgnaCxxKH34erT77So5-Ow2N_W28PYxfvz-76x8beosd_fivfpoKekobC_tuXp__vCsenrzdPQ8aSKrc3Rwtmh5LXolJqZpKumpOzM5OW_hYzc2Nraxd3qybu2r9LE3c_TwdCk8ZaJ19DAx9OmtMWT5emks7ynoqOiu-IAAAAAiWaZEQ%3D%3D%24&vid=1452995975&q=,Kia
PICANTO 08 (2008-),MES,2007,2011,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEJNAkYbQheSEN6Rh0BTkoZcXB5aGpuflJUUhcYWB4BGHZ2I15ACQ4NCBkWH0xAVlJrGEBCZHpaCBVdEVB-W2V8bxxBPTMwDQIPDUVlTUwWLCV1cXNzbHRDYBIfBnttdGZ6aHkNWDw5eHtzaHQaDQdCREILCgUREgAAAACM_9lH%24&vid=410498300&q=,Kia
Morning,DOM,2007,2011,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGEuYSV4IXTxc73y5CMw8eU_PT---fj89_Z35qV1ZOMlfv7rtPNhIOAhZSbksHN29_mlc3P6ffAgoObzPqB0vrPg5HMsL69gI-CgMjowMGboaj4_P7-4fnO7Z-Si_bg-ev35fSA1aySxNnZ39EAAAAA-bTcYw%3D%3D%24&vid=854577327&q=,Kia
SPORTAGE 07 (SLOVAKIA PLANT-EUR) (2007-),EUR,2007,2010,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGXqpeG85bA1t3k2IOf0NSH9-b39_Tl8KbC2YeIgceHnoHqtbPclZaXkpGGj4OP0NSH9IHf2_vj6qm5hJLW4e360MSAgq2x5ZKbkJTa_NGPhq7w6ujs6vPt36OCndPk9Ov_5fHlzsi99evx9uTj5oHMxc6N9-_t8-Xo6L3Svunl7faI4fbz1dLGl5STlYiNAAAAABOIPkc%3D%24&vid=539864433&q=,Kia
CERATO SX 06 (2009-),GEN,2007,2008,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGmm6a3wqfx5-zV6bKu4eW23tXW2sXew_31_bi397Gut9nZjPHvpqGip7a5sOPv-f3Et-_ty9XH84fu6POt9qff_rPukpyfoq2gourK4uO5g4ra3tzcw9vsz72wqdTC28nVx9ai94CaxtTG3LTGyrD99f-8p6Kjrbi7AAAAAGFQoKQ%3D%24&vid=2046943730&q=,Kia
CERATO/FORTE/CERATO KOUP/SHUMA KOUP 08 (2008-),GEN,2008,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwH3yvfmk_agtr2EuOP_sLTnj4SHi5SXhayqrOnmpuD_5oiI3aC-9_Dz9ufo4bK-qKyV5r68moSGsNXow7b2grSf_OK_w83O8_zx87ubs7Lo0tuLj42Nkoq9nuzh-IWTipiElofzptHLl4WXjeqCjJPI16GGgZGDkYvjitPH3uqXi5eIheOK08fe5fT74u328_Gkv6cAAAAAgRcfrw%3D%3D%24&vid=152814155&q=,Kia
CERATO 08 (2008-2013),AUS,2008,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEkGSQ1QCVzZW5XazAsY2c0XFFERUdEVn95fzo1dTMsNVtbDnNtJCMgJTQ7MmFte39GNW1vSVdKJnYAKnEmY1JlVjFsEB4dIC8iIGhIYGE7AQhYXF5eQVluTT8yK1ZAWUtXRVQgdQIYRFZEXjYnKDJnc20mLz0jJiYjOwAAAADuCc0h%24&vid=547506342&q=,Kia
OPTIMA/MAGENTIS 09 (2009-),GEN,2008,2010,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFDfkNSJ0IUAgkwDFdLBABTOzAzPyA6MhgfGF1SElRLUjw8aRQKQ0RHQlNcVQYKHBghUgoILjAVD1tRVjU-FAUVG1YLd3l6R0hFRw8vBwZcZm8_Ozk5Jj4JKlhVTDEnPiwwIjNHEmlqJTk6N149NjJtaG44I1dGSFBfRxgWA1xZAAAAAIZ3Pyk%3D%24&vid=1293912228&q=,Kia
Forte/Forte Koup,DOM,2008,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEeIx4Peh9JX1RtUQoWWV0OZm5kYX1-bEVDRQAPTwkWD2FhNElXHhkaHw4BCFtXQUV8D1dVc20cGCAaMh9oTRMBGQtWKiQnGhUYGlJyWlsBOzJiZmRke2NUdwUIEWx6Y3Ftf24aTz0IXllPBGpCWFwQWyxDWFoAAAAA467ekw%3D%3D%24&vid=2111483557&q=,Kia
MAGENTIS 09 (2009-),AUS,2008,2009,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEGOwYXYgdRR0x1SRIOQUUWfnNmZ2V_d11aXRgXVxEOF3l5LFFPBgECBxYZEENPWV1kF09Na3UKQzsCPlYMQlldDRNOMjw_Ag0AAkpqQkMZIyp6fnx8Y3tMbx0QCXRie2l1Z3YCVy4-c3B8Z31mEgBUQ1cGBQIKGRwAAAAAnxlchA%3D%3D%24&vid=1688604415&q=,Kia
Lotze,DOM,2008,2010,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEOMw4fag9ZT0R9QRoGSU0edn50cW13f1VSVRAfXxkGH3FxJFlHDgkKDx4RGEtHUVVsH0dFY31wbF00HXkKTXBMVhtGOjQ3CgUICkJiSksRKyJydnR0a3NEZxUYAXxqc2F9b34KXycYSEdfAAAAANQI6Yk%3D%24&vid=1105097982&q=,Kia
CEED 06 (2006-),GEN,2008,2009,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGLtoua74rcysH4xJ-DzMib6_j79-j6-dDY0JWa2pyDmvT0odzCi4yPipuUnc7C1NDpmsLA5vj40pCaoYzOkvPqy57Dv7Gyj4CNj8fnz86Urqf38_Hx7vbB4pCdhPnv9uT46vuP2q23_Pyfjo-Yl4_Q3sSUkQAAAAC_DpWV%24&vid=1341111890&q=,Kia
OPTIMA 09 (2009-),USA,2008,2010,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwG0ibSl0LXj9f7H-6C88_ekzMvMx9fNxe_o76ql5aO8pcvLnuP9tLOwtaSrovH96-_Wpf3_2cfBwYa0t_W1t9Ww9KH8gI6NsL-ysPjY8PGrkZjIzM7O0cn-3a-iu8bQydvH1cSw5Z6d0s7NwKa3uaL34_22vq2oAAAAAEbeklI%3D%24&vid=1092545919&q=,Kia
MAGENTIS 09 (2009-),CAN,2008,2010,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFRbFFANVAGEBsiHkVZFhJBKS4nKjIoIAoNCk9AAEZZQC4uewYYUVZVUEFORxQYDgozQBgaPCInVAMAZ1cBPVw0L0QZZWtoVVpXVR09FRROdH0tKSsrNCwbOEpHXiM1LD4iMCFVAHlpJCcrMCoxRVcDFABRUlVdTksAAAAAtUTNfw%3D%3D%24&vid=699964473&q=,Kia
OPTIMA/MAGENTIS 09 (2009-),EUR;GEN,2008,2010,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHv0u_-i-64rqWcoPvnqKz_l56Pj4yWnrSztPH-vvjn_pCQxbim7-jr7v_w-aqmsLSN_qakgpzuoLz6pJOxo6ylq_qn29XW6-Tp66ODq6rwysOTl5WVipKlhvT54J2LkoCcjp_rvsXGiZWWm_KRmp7BxMKUj_vq5Pzz67S6r_D1AAAAAPZUalk%3D%24&vid=2090644350&q=,Kia
OPTIMA/MAGENTIS 09 (2009-),MES,2008,2010,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFYZVhJPFkPGRIrF0xQHxtIICEoOTshKQMEA0ZJCU9QSScncg8RWF9cWUhHTh0RBwM6SRETNSs_XXAOTSYDCDQBPk0QbGJhXFNeXBQ0HB1HfXQkICIiPSUSMUNOVyo8JTcrOShcCXJxPiIhLEUmLSl2c3UjOExdU0tEXAMNGEdCAAAAAHlpGWc%3D%24&vid=661018955&q=,Kia
CERATO/FORTE/CERATO KOUP/FORTE KOUP 08 (2008-),EUR,2008,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGItYiZ7InfycL7x5yAz8uY8Pno6Ovo-tPV05aZ2Z-Amff3ot_BiI-MiZiXns3B19PqmcHD5fv58aWYgu3RjOX_-p3AvLKxjIOOjMTkzM2XraT08PLy7fXC4ZOeh_rs9ef76fiM2a606Pro8pX98-y3qN75_u787vSc9ay4oZX98-_u_pz1rLihmouEnZKJjI7bwNgAAAAAhCBwkA%3D%3D%24&vid=949546277&q=,Kia
CERATO/CERATO KOUP 08 (2008-),MES,2008,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwETLhMCdxJEUllgXAcbVFADa2pjcnBzYUhOSA0CQgQbAmxsOURaExQXEgMMBVZaTEhxAlpYfmATQzYDHmBmRFdGcQZbJykqFxgVF19_V1YMNj9va2lpdm5ZeggFHGF3bnxgcmMXQjUvc2FzaQ5jYnc5IiUBa2hzcQAXHVheWBEQHwsIAAAAACB270I%3D%24&vid=1667404530&q=,Kia
SORENTO 09 (GEORGIA PLANT-USA) (2009-),USA,2009,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGgnaCxxKH34erT77So5-Ow0t_Y08PM24r14LC_tvCwqbbdgoTroqGgpaaxuLS45-Oww7bo7MzU-_-isP3V5fCrwOe3tZqG0qWsp6Pty-a4sZnH3d_b3cTa6JS1quTTw9zI0sbS-f-K3cHR28bctKby5fHV1tvH1drVtpuJmNzHucDB0r224_fpoqq5vAAAAAC_CcjB%24&vid=552717259&q=,Kia
VENGA 10 (CZECH PLANT-EUR) (2009-2011),EUR,2009,2011,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFXaldGM1YAFh0kGENfEBRHLCY3NzQnLw0CDElGBkBfRigofQAeV1BTVkdIQRIeCAw1Rh4cOiQ0JUZbSRQoWgkKPUIfY21uU1xRUxs7ExJIcnsrLy0tMiodPkxBWCUzKjgkNidTBmRrKyMiQlRUQ0l_aGsmLEMyKSUtNRF3ezdNQ0pXVFNYEQAeVFVKAAAAAGrg0Gc%3D%24&vid=1433086111&q=,Kia
FORTE/FORTE KOUP 08 (2008-),USA,2009,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHg3eDxhOG3oaqTr_Top6PwmJ-Yk4OAkru9u_7xsffo8Z-fyrep4Ofk4fD_9qWpv7uC8amrjZONsdPi0Oa9jLy6lvWo1NrZ5Ovm5KyMpKX_xcycmJqahZ2qifv275KEnY-TgZDkscPWgIeR-pSchoLOpdKdhoT14uv0_rm1qer-_QAAAADtcDBa%24&vid=2098931494&q=,Kia
CEED 10 (2010-),EUR,2009,2012,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGvkq--y6747uXc4Lun6Oy_z97Pz8ze3fX69LG-_rinvtDQhfjmr6irrr-wuerm8PTNvubkwtzJzvGEm-Td19Xeybrnm5WWq6Spq-PD6-qwioPT19XVytLlxrS5oN3L0sDczt-r_omT2Ni7q628s6v0--awtQAAAACOefq1%24&vid=683598655&q=,Kia
CEED 10 (2010-),GEN,2009,2011,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHX6tfGs9aAlp2kmMPfkJTHt6Snq7SmpY2CjMnGhsDfxqio_YCe19DT1sfIwZKeiIy1xp6cuqSvj9jewa6tl9umscKf4-3u09zR05u7k5LI8vurr62tsqqdvszB2KWzqriktqfThvHroKDD09XEy9OMg57IzQAAAAAMpTaZ%24&vid=2034350181&q=,Kia
K7,DOM,2009,2012,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFtUG18CWw6LCceInllKi59FR0XEg4THDYwNnN8PHplfBISRzokbWppbH1yeygkMjYPfCQmAB5oFl9aJCcyFgEQOXglWVdUaWZraSEBKShySEERFRcXCBAnBHZ7Yh8JEAIeDB1pPEMjAAAAAGji498%3D%24&vid=1689261748&q=,Kia
Forte Hybrid,DOM,2009,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFTblNCN1IEEhkgHEdbFBBDKyMpLDAzIX0GE0NMRQNDWkUucXcYUVJTVlVCS0dLFBBDMEUbHz8nKX1RWQgDAR4JCDZERml1IVZfVFAeOBVLQmo0LiwoLjcpG2dGWRcgMC87ITUhCgxsDhITA0EoHgdKX04AAAAAzB_hPQ%3D%3D%24&vid=558196929&q=,Kia
CEED 10 (2010-),MES,2009,2010,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwECPwITZgNVQ0hxTRYKRUESYntyY2FzcFhXWRwTUxUKE319KFVLAgUGAxIdFEdLXVlgE0tJb3FFQSAdOX9bZ3hdQhdKNjg7BgkEBk5uRkcdJy5-enh4Z39IaxkUDXBmf21xY3IGUyQ-dXUWBgARHgZZVksdGAAAAAAQxd4V%24&vid=1401456908&q=,Kia
FORTE/FORTE KOUP 08 (2008-),CAN,2009,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFhXGFwBWA2ICsSLnVpJiJxGR4XGgIBEzo8On9wMHZpcB4eSzYoYWZlYHF-dyQoPjoDcCgqDBItFHw8fik_IB8DYnQpVVtYZWpnZS0NJSR-RE0dGRsbBBwrCHp3bhMFHA4SABFlMEJXAQYQexUdBwNPJFMcBwV0Y2p1fzg0KGt_fAAAAACy5__R%24&vid=1706350048&q=,Kia
OPTIMA 11 (2010-2013),MES,2010,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwH8wfztmP2rvbaPs-j0u7_shIWMnZ-cjKaop-Ltrev07YOD1qu1_Pv4_ezj6rm1o6ee7bW3kY-fhuPx9fr7noL4vOm0yMbF-Pf6-LCQuLnj2dCAhIaGmYG2lefq846YgZOPnYz4rdbVmoaFiO7--eq_q7X__-X7_v774wAAAABmVUwd%24&vid=1340686480&q=,Kia
OPTIMA HYBRID 11 (2011-2013),CAN,2010,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwE7BjsqXzpsenFIdC8zfHgrQ0RNQFhbSxVvcyskLWsrMi1GGR9wOTo7Pj0qIy8jfHgrWC1zd1dPVGIwNDxtIkFGOT8sLgEdST43PDh2UH0jKgJcRkRARl9Bcw8uMX9IWEdTSV1JYmQNWVxGQ0goR1QSDAtNKD4_KSA9PWFvbzs4Pj0gAAAAAJ94hpk%3D%24&vid=1428774669&q=,Kia
OPTIMA 11 (2010-2013),GEN,2010,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHW69bHsteBl5ylmcLekZXGrqWmqrW2poyCjcjHh8Hex6mp_IGf1tHS18bJwJOfiY20x5-du6W0r_Hg46ekm4LXoMOe4uzv0t3Q0pq6kpPJ8_qqrqyss6ucv83A2aSyq7mlt6bSh_z_sKyvosTU08CVgZ_V1c_R1NTRyQAAAAAjc8V1%24&vid=1973579753&q=,Kia
OPTIMA 11 (2011-2013),USA,2010,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwF3SndmE3YgNj0EOGN_MDRnDwgPBBQXBy0jLGlmJmB_ZggIXSA-d3BzdmdoYTI-KCwVZj48GgQnKCtXYDIGDRUtHWI_Q01Oc3xxczsbMzJoUlsLDw0NEgo9HmxheAUTChgEFgdzJl1eEQ0OA2V1cmE0ID50dW5wdXVwaAAAAACm1Q2r%24&vid=1772213444&q=,Kia
OPTIMA HYBRID 11 (2011-2013),USA,2010,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEpFCk4TSh-aGNaZj0hbmo5UVZRWkpJWQd9YTk2P3k5ID9UCw1iKygpLC84MT0xbmo5Sj9hZUVdUis-GikpcXRjU0g-PBMPWywlLipkQm8xOBBOVFZSVE1TYR08I21aSlVBW09bcHYfS05UUVo6VUYAHhlfOiwtOzIvL3N9fSkqLC8yAAAAAENfSUI%3D%24&vid=713897607&q=,Kia
CADENZA 08 (2010-),GEN,2010,2012,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHq1-r7juu9q6CZpf7iran6kpmalomUm7G3sfT7u_3i-5WVwL2j6u3u6_r1_K-jtbGI-6Ohh5mJ7snY8auPsK-1tv-i3tDT7uHs7qaGrq_1z8aWkpCQj5egg_H85ZiOl4WZi5ruu8zSnJyQhZn57uShp6Ho6O7y8QAAAADGYvbY%24&vid=1878075994&q=,Kia
CADENZA 08 (2010-),MES,2010,2012,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFcYVxNOF0LHRYvE0hUGx9MJCUsPT8iLQcBB0JNDUtUTSMjdgsVXFtYXUxDShkVAwc-TRUXMS8uD3h2XAYBXQEJAEkUaGZlWFdaWBAwGBlDeXAgJCYmOSEWNUdKUy44ITMvPSxYDXpkKiomMy9PWFIXERdeXlhERwAAAABzGKus%24&vid=1245182721&q=,Kia
OPTIMA 11 (2011-2013),CAN,2010,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwG0ibSl0LXj9f7H-6C88_ekzMvCz9fUxO7g76ql5aO8pcvLnuP9tLOwtaSrovH96-_Wpf3_2cfmx7aav9nk1PbT5KH8gI6NsL-ysPjY8PGrkZjIzM7O0cn-3a-iu8bQydvH1cSw5Z6d0s7NwKa2saL34_23tq2ztrazqwAAAADNhit0%24&vid=1379631998&q=,Kia
K5,DOM,2010,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwFiX2JzBmM1IygRLXZqJSFyGhIYHQECEjg2OXxzM3Vqcx0dSDUrYmVmY3J9dCcrPTkAcyspDxE9M39PVzwGAzonGHcqVlhbZmlkZi4OJid9R04eGhgYBx8oC3l0bRAGHw0RAxJmM0wuAAAAAISuoWk%3D%24&vid=1784765507&q=,Kia
OPTIMA 11 (2011-2013),EUR;GEN,2010,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHX6tfGs9aAlp2kmMPfkJTHr6a3t7S3p42DjMnGhsDfxqio_YCe19DT1sfIwZKeiIy1xp6cuqSGuezx6NGJi6qUl8Kf4-3u09zR05u7k5LI8vurr62tsqqdvszB2KWzqriktqfThv3-sa2uo8XV0sGUgJ7U1c7Q1dXQyAAAAACT-PKg%24&vid=622828227&q=,Kia
OPTIMA 11 (2010-2013),AUS,2010,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwF1SHVkEXQiND8GOmF9MjZlDQAVFBYVBS8hLmtkJGJ9ZAoKXyI8dXJxdGVqYzA8Ki4XZDw-GAYWInRPeCMBFioycmA9QU9McX5zcTkZMTBqUFkJDQ8PEAg_HG5jegcRCBoGFAVxJF9cEw8MAWd3cGM2Ijx2dmxyd3dyagAAAACNWZSf%24&vid=220788292&q=,Kia
CADENZA 08 (2011-),EUR,2010,2012,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEVKBUEcRRCVF9mWgEdUlYFbWR1dXZrZE5ITgsERAIdBGpqP0JcFRIRFAUKA1BcSk53BFxeeGZCZQw0QXdsbG9GEgBdIS8sER4TEVl5UVAKMDlpbW9vcGhffA4DGmdxaHpmdGURRDMtY2NvemYGERteWF4XFxANDgAAAABIap-g%24&vid=527324468&q=,Kia
VENGA 10 (SLOVAKIA PLANT-EUR) (2011-2019),EUR,2011,2019,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGjnqOyx6L04unQ7Ler5OCzw9LDw8DT2_n2-L2y8rSrstzcifTqo6SnorO8tebq_PjBsuroztDe84-stNql_tDc0bbrl5map6ilp-_P5-a8ho_f29nZxt7pyri1rNHH3szQwtOn8pCf39fWtqCgt72bipXH0dzf0LDH2YmIjrzVwsS4sL-n-PfrvKKnp6i5AAAAANUePYU%3D%24&vid=1738951448&q=,Kia
OPTIMA 12 (GEORGIA PLANT-USA) (2011-2013),USA,2011,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwF1SHVkEXQiND8GOmF9MjZlBwoNBhYVBV8hPmVqYyVlfGMIV1E-d3R1cHNkbWFtMjZlFmM9ORkBDXB_VAkZAyghCnViYE9TB3B5cnY4HjNtZEwSCAoOCBEPPUFgfzEGFgkdBxMHLCpDFxIIDQZmcHE-OEsCCRMHDgdhE1JRQhNrFBMGb2FrLCA9dmtzcHZ1aAAAAAAuiPjY%24&vid=1423301908&q=,Kia
SOUL 12 (2011-2013),MES,2011,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEvEi8-Sy54bmVcYDsnaGw_V1ZfTkxaVHV4dDE-fjgnPlBQBXhmLygrLj8wOWpmcHRNPmZkQlxOfCUlHFdLTG9RWTpnGxUWKyQpK2NDa2owCgNTV1VVSlJlRjQ5IF1LUkBcTl8rfhkZSFA7Ky88Myt0e2cwLisrLjUAAAAA1ZXjdw%3D%3D%24&vid=625621785&q=,Kia
MORNING/PICANTO 11 (2011-2015),EUR,2011,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGAvYCR5IHXwcrzz5SIx8OQ-PHg4OPg99rU256R0ZeIkf__qtfJgIeEgZCflsXJ39vikcnL7fPQ_omss-v2xOaE-pXItLq5hIuGhMzsxMWfpaz8-Pr65f3K6ZuWj_Lk_e_z4fCE0ai24P39-_Wc5P-opLfm_JSEg5OchNvUyJ-BhISHmgAAAAAc1gkx%24&vid=1385408332&q=,Kia
PICANTO 11 (2011-2015),MES,2011,2015,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwHP8s_eq86YjoW8gNvHiIzft7a_rqyvuJWblNHentjH3rCw5ZiGz8jLzt_Q2YqGkJSt3oaEoryKgOyY7pu6uZmyl9qH-_X2y8TJy4Oji4rQ6uOzt7W1qrKFptTZwL2rsqC8rr_Lnvr_vr21rrLcysiEgoTNzcrXz8zKzI0AAAAASTW5Bw%3D%3D%24&vid=2103266585&q=,Kia
Pride,DOM,2011,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwEkGSQ1QCVzZW5XazAsY2c0XFReW0dZWn5zfzo1dTMsNVtbDnNtJCMgJTQ7MmFte39GNW1vSVdfe3o0bnJeVSBFRjFsEB4dIC8iIGhIYGE7AQhYXF5eQVluTT8yK1ZAWUtXRVQgdREvf3N1AAAAAE2tl0g%3D%24&vid=515529725&q=,Kia
K5 Hybrid,DOM,2011,2013,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwF7RntqH3osOjEING9zPDhrAwsBBBgbC1UvM2tkbStrcm0GWV8weXp7fn1qY29jPDhrGG0zNxcPKVdWY34qexo6KyxsbkFdCX53fHg2ED1jakIcBgQABh8BM09ucT8IGAcTCR0JIiRJfGgHNys6JikAAAAAxAwnhA%3D%3D%24&vid=1103011560&q=,Kia
RIO 12 (2011-2014),EUR,2011,2014,/en/catalog/genuine/groups?c=Kia&ssd=%24%2AKwGXqpeG85bA1t3k2IOf0NSH7-b39_Tq6c3AzImGxoCfhujovcDel5CTloeIgdLeyMz1ht7c-uTklK-nutLN19X2x4Lfo62uk5yRk9v709KIsrvr7-3t8urd_oyBmOXz6vjk9ueTxqCn6oSSkIWMkZHNw8OXlJKWjAAAAABENMdF%24&vid=1501076093&q=,Kia
